"","X","A","B","uAuB","Au","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3"
"160",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Bu=1",-0.129635027530444,"Bu","Bu=1"
"161",41,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","A",-0.0921842117550552,"A","A=1"
"162",41,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.0635319128883746,"Au","Au=0"
"163",41,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","B",-0.269251088772002,"B","B=1"
"164",41,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,13,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.360791015773599,"Bu","Bu=0"
"165",42,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","A",0.0917154893653242,"A","A=1"
"166",42,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Au=0",-0.0634595208517834,"Au","Au=0"
"167",42,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","B",0.268484033756752,"B","B=1"
"168",42,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,14,"conjunctive",0,5,"1","c5","Bu=0",-0.359142859238374,"Bu","Bu=0"
"169",43,1,1,"01",0,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","A",-0.231809137014489,"A","A=1"
"170",43,1,1,"01",0,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Au=0",0.160513759529404,"Au","Au=0"
"171",43,1,1,"01",0,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","B",-0.677356296770994,"B","B=1"
"172",43,1,1,"01",0,1,0,0,0.1,0.5,0.8,0.5,0.02,0.25,15,"conjunctive",0.333333333333333,4,"1","c4","Bu=1",-0.160600203129803,"Bu","Bu=1"
"173",44,1,1,"01",0,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","A",0.232235519938601,"A","A=1"
"174",44,1,1,"01",0,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Au=0",-0.160120502645791,"Au","Au=0"
"175",44,1,1,"01",0,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","B",0.677351177240314,"B","B=1"
"176",44,1,1,"01",0,1,1,0,0.1,0.5,0.8,0.5,0.02,0.25,16,"conjunctive",0,5,"1","c5","Bu=1",0.159606506443872,"Bu","Bu=1"
"177",45,1,1,"10",1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","A",-0.18755011931989,"A","A=1"
"178",45,1,1,"10",1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Au=1",-0.129596840718844,"Au","Au=1"
"179",45,1,1,"10",1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","B",-0.077900247864801,"B","B=1"
"180",45,1,1,"10",1,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,17,"conjunctive",0.333333333333333,4,"1","c4","Bu=0",0.735568123627948,"Bu","Bu=0"
"181",46,1,1,"10",1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","A",0.188746109596678,"A","A=1"
"182",46,1,1,"10",1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Au=1",0.130202016549453,"Au","Au=1"
"183",46,1,1,"10",1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","B",0.0784256143257295,"B","B=1"
"184",46,1,1,"10",1,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,18,"conjunctive",0,5,"1","c5","Bu=0",-0.736571984246927,"Bu","Bu=0"
"185",47,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","A",-0.602226963250444,"A","A=1"
"186",47,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Au=1",-0.416775202739952,"Au","Au=1"
"187",47,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","B",-0.250667193630116,"B","B=1"
"188",47,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,19,"conjunctive",0,4,"1","c4","Bu=1",-0.417421087065125,"Bu","Bu=1"
"189",48,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","A",0.602074907726985,"A","A=1"
"190",48,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Au=1",0.416229647199041,"Au","Au=1"
"191",48,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","B",0.251042929223674,"B","B=1"
"192",48,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,20,"conjunctive",1,5,"1","c5","Bu=1",0.417080830125649,"Bu","Bu=1"
"193",481,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","A",0.0520449679264038,"A","A=0"
"194",481,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Au=0",0.122815360889296,"Au","Au=0"
"195",481,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","B",0.433230895954517,"B","B=0"
"196",481,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"disjunctive",0.18,1,"2","d1","Bu=0",0.324490568024101,"Bu","Bu=0"
"197",482,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","A",0.026381248890985,"A","A=0"
"198",482,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Au=0",0.060949791567803,"Au","Au=0"
"199",482,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","B",0.949755779595053,"B","B=0"
"200",482,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"disjunctive",0.72,1,"2","d1","Bu=1",-0.100570360772188,"Bu","Bu=1"
"201",483,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","A",0.0198113246027771,"A","A=0"
"202",483,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Au=1",-0.0514404895560251,"Au","Au=1"
"203",483,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","B",0.209619627246496,"B","B=0"
"204",483,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"disjunctive",0.02,1,"2","d1","Bu=0",0.890649000150164,"Bu","Bu=0"
"205",484,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","A",0.00556819461669319,"A","A=0"
"206",484,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Au=1",-0.0132415402305084,"Au","Au=1"
"207",484,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","B",0.83393645926112,"B","B=0"
"208",484,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"disjunctive",0.08,1,"2","d1","Bu=1",-0.503376375248625,"Bu","Bu=1"
"209",485,0,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","A",0.721797259894823,"A","A=0"
"210",485,0,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Au=0",0.184449299321776,"Au","Au=0"
"211",485,0,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","B",-0.216980851618444,"B","B=1"
"212",485,0,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"disjunctive",0.9,2,"2","d2","Bu=0",0.16247276044298,"Bu","Bu=0"
"213",486,0,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","A",-0.720901069697071,"A","A=0"
"214",486,0,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Au=0",-0.184921667843218,"Au","Au=0"
"215",486,0,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","B",0.219932758586381,"B","B=1"
"216",486,0,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,6,"disjunctive",0,3,"2","d3","Bu=0",-0.16358772313173,"Bu","Bu=0"
"217",487,0,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","A",0.527134997033532,"A","A=0"
"218",487,0,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Au=0",0.134205729633719,"Au","Au=0"
"219",487,0,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","B",-0.70514322206034,"B","B=1"
"220",487,0,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,7,"disjunctive",0,2,"2","d2","Bu=1",-0.07540799291162,"Bu","Bu=1"
"221",488,0,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","A",-0.527522043677883,"A","A=0"
"222",488,0,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Au=0",-0.134093368056103,"Au","Au=0"
"223",488,0,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","B",0.706103231095972,"B","B=1"
"224",488,0,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,8,"disjunctive",0.9,3,"2","d3","Bu=1",0.0743670414577253,"Bu","Bu=1"
"225",489,0,1,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","A",0.456822172581082,"A","A=0"
"226",489,0,1,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Au=1",-0.115219525471551,"Au","Au=1"
"227",489,0,1,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","B",-0.167417774643184,"B","B=1"
"228",489,0,1,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,9,"disjunctive",0.1,2,"2","d2","Bu=0",0.710738512730538,"Bu","Bu=0"
"229",490,0,1,"10",1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","A",-0.456771635145984,"A","A=0"
"230",490,0,1,"10",1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Au=1",0.116950956753359,"Au","Au=1"
"231",490,0,1,"10",1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","B",0.167680712786906,"B","B=1"
"232",490,0,1,"10",1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,10,"disjunctive",0,3,"2","d3","Bu=0",-0.711632080519335,"Bu","Bu=0"
"233",491,0,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","A",0.136184874323481,"A","A=0"
"234",491,0,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Au=1",-0.0340624161537931,"Au","Au=1"
"235",491,0,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","B",-0.779504245871679,"B","B=1"
"236",491,0,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,11,"disjunctive",0,2,"2","d2","Bu=1",-0.46974602981125,"Bu","Bu=1"
"237",492,0,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","A",-0.135587784439844,"A","A=0"
"238",492,0,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Au=1",0.036779760613243,"Au","Au=1"
"239",492,0,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","B",0.778970160095507,"B","B=1"
"240",492,0,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,12,"disjunctive",0.1,3,"2","d3","Bu=1",0.469901631901567,"Bu","Bu=1"
"241",493,1,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","A",-0.0436257345818307,"A","A=1"
"242",493,1,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Au=0",0.588873051439723,"Au","Au=0"
"243",493,1,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","B",0.348060459525878,"B","B=0"
"244",493,1,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"disjunctive",0.2,4,"2","d4","Bu=0",0.259891558840766,"Bu","Bu=0"
"245",494,1,0,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","A",0.0427744233997294,"A","A=1"
"246",494,1,0,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Au=0",-0.58395909951135,"Au","Au=0"
"247",494,1,0,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","B",-0.351336760851421,"B","B=0"
"248",494,1,0,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"disjunctive",0,5,"2","d5","Bu=0",-0.26186882135332,"Bu","Bu=0"
"249",495,1,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","A",-0.0251260069805976,"A","A=1"
"250",495,1,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Au=0",0.338068542024132,"Au","Au=0"
"251",495,1,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","B",0.885345915127222,"B","B=0"
"252",495,1,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"disjunctive",0.8,4,"2","d4","Bu=1",-0.0936567652009604,"Bu","Bu=1"
"253",496,1,0,"01",0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","A",0.0265033293627571,"A","A=1"
"254",496,1,0,"01",0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Au=0",-0.335894387815776,"Au","Au=0"
"255",496,1,0,"01",0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","B",-0.886753835131234,"B","B=0"
"256",496,1,0,"01",0,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"disjunctive",0,5,"2","d5","Bu=1",0.0934511043112706,"Bu","Bu=1"
"257",497,1,0,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","A",-0.0205068882474918,"A","A=1"
"258",497,1,0,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","Au=1",-0.277136240462643,"Au","Au=1"
"259",497,1,0,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","B",0.200353922893647,"B","B=0"
"260",497,1,0,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,17,"disjunctive",0,4,"2","d4","Bu=0",0.848190548837269,"Bu","Bu=0"
"261",498,1,0,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","A",0.0231320809930654,"A","A=1"
"262",498,1,0,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","Au=1",0.276172277554084,"Au","Au=1"
"263",498,1,0,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","B",-0.200908669137295,"B","B=0"
"264",498,1,0,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,18,"disjunctive",0.2,5,"2","d5","Bu=0",-0.848146377881513,"Bu","Bu=0"
"265",499,1,0,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","A",-0.00510723776196887,"A","A=1"
"266",499,1,0,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","Au=1",-0.0724198434844025,"Au","Au=1"
"267",499,1,0,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","B",0.823853675912745,"B","B=0"
"268",499,1,0,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"disjunctive",0,4,"2","d4","Bu=1",-0.496552187306426,"Bu","Bu=1"
"269",500,1,0,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","A",0.00522685842148202,"A","A=1"
"270",500,1,0,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","Au=1",0.0735920257022877,"Au","Au=1"
"271",500,1,0,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","B",-0.823786148467567,"B","B=0"
"272",500,1,0,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"disjunctive",0.8,5,"2","d5","Bu=1",0.495291420059677,"Bu","Bu=1"
"273",501,1,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","A",-0.52113837460844,"A","A=1"
"274",501,1,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Au=0",0.754801130246118,"Au","Au=0"
"275",501,1,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","B",-0.0696208775797783,"B","B=1"
"276",501,1,1,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Bu=0",0.0485490504467338,"Bu","Bu=0"
"277",502,1,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","A",0.52235570863949,"A","A=1"
"278",502,1,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Au=0",-0.754272898946044,"Au","Au=0"
"279",502,1,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","B",0.068760610098122,"B","B=1"
"280",502,1,1,"00",0,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Bu=0",-0.0512107051364919,"Bu","Bu=0"
"281",503,1,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","A",-0.478497124297434,"A","A=1"
"282",503,1,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Au=0",0.69134092326163,"Au","Au=0"
"283",503,1,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","B",-0.271960971265572,"B","B=1"
"284",503,1,1,"01",0,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Bu=1",-0.0291213717204264,"Bu","Bu=1"
"285",504,1,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","A",0.478644192536354,"A","A=1"
"286",504,1,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Au=0",-0.69201810023651,"Au","Au=0"
"287",504,1,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","B",0.272001665276078,"B","B=1"
"288",504,1,1,"01",0,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Bu=1",0.0289039467335798,"Bu","Bu=1"
"289",505,1,1,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","A",-0.449763782176338,"A","A=1"
"290",505,1,1,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Au=1",-0.654678622986307,"Au","Au=1"
"291",505,1,1,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","B",-0.0711505203876026,"B","B=1"
"292",505,1,1,"10",1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Bu=0",0.300284009000995,"Bu","Bu=0"
"293",506,1,1,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","A",0.452239320679688,"A","A=1"
"294",506,1,1,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Au=1",0.654650660472298,"Au","Au=1"
"295",506,1,1,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","B",0.068019023823858,"B","B=1"
"296",506,1,1,"10",1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Bu=0",-0.300407674301061,"Bu","Bu=0"
"297",507,1,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","A",-0.199668898644694,"A","A=1"
"298",507,1,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Au=1",-0.28310553265155,"Au","Au=1"
"299",507,1,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","B",-0.481293814363403,"B","B=1"
"300",507,1,1,"11",1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Bu=1",-0.286780450714472,"Bu","Bu=1"
"301",508,1,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","A",0.197295355114765,"A","A=1"
"302",508,1,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Au=1",0.285232125270515,"Au","Au=1"
"303",508,1,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","B",0.478774450672844,"B","B=1"
"304",508,1,1,"11",1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Bu=1",0.28712891173494,"Bu","Bu=1"
"305",509,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","A",0.0296613208821836,"A","A=0"
"306",509,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Au=0",0.0708527553636911,"Au","Au=0"
"307",509,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","B",0.0296573898413086,"B","B=0"
"308",509,0,0,"00",0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Bu=0",0.0221712722323385,"Bu","Bu=0"
"309",510,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","A",0.0604316621319997,"A","A=0"
"310",510,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Au=0",0.144750912941797,"Au","Au=0"
"311",510,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","B",0.0603711343369564,"B","B=0"
"312",510,0,0,"01",0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Bu=1",-0.00639583248513041,"Bu","Bu=1"
"313",511,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","A",0.0720451972716246,"A","A=0"
"314",511,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Au=1",-0.172276396975829,"Au","Au=1"
"315",511,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","B",0.0127010191888215,"B","B=0"
"316",511,0,0,"10",1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Bu=0",0.053863267285598,"Bu","Bu=0"
"317",512,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","A",0.142905120572847,"A","A=0"
"318",512,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Au=1",-0.339808174814516,"Au","Au=1"
"319",512,0,0,"11",1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","B",0.0251551835456492,"B","B=0"
